id	key	day	weekday	ruf	ruf_id	lesung_1	lesung_1id	antwort	antwortid	lesung_2	lesung_2id	evangelium	evangeliumid	variant	overwrite	ende	gotteslob	unterwegs
1	Neujahr, HOCHFEST|break|DER GOTTESMUTTER MARIA					Num 6,22-27	115	Ps 67,2-3.5-6.7-8	864	Gal 4,4-7	116	Lk 2,16-21	117			.	238; 243; 257; 258; 364; 406; 407; 430; 530	71; 72; 73; 101
2	Basilius der Große (379) u. Gregor von Nazianz (um 390), Bi., Kirchenlehrer					Eph 4,1-7.11-13	2393	Ps 23	1246			Mt 23,8-12	2394			.	NULL	NULL
3	Heiligster Name Jesu															.	NULL	NULL
5	ERSCHEINUNG DES HERRN				11087	Jes 60,1-6	121	Ps 72,1-2.7-8.10-11.12-13	882	Eph 3,2-3a.5-6	122	Mt 2,1-12	123			.	240; 241; 259; 261; 262; 357	271
6	Valentin, Bischof von Rätien (um 475); Raimund von Peñafort, Ordensgründer (1275)					Jes 52,7-10; 2 Kor 5,14-20	109; 2405	Ps 96,1-3.7-8.10; Ps 103,1-4.8-9.13-14.17-18a	934; 1476			Mt 28,16-20; Lk 12,35-40	690; 1792			.	NULL	NULL
7	Severin, Mönch in Norikum (482)					Jak 2,14-17	2401	Ps 107,1-2a.3-9	2664			Mt 25,31-46 (Mt 25,31-40)	1035; 2290			.	NULL	NULL
8	Hilarius, Bischof von Poitiers, Kirchenlehrer (um 367)					1 Joh 2,18-25	2218	Ps 110,1-5	920			Mt 5,13-19	2219			.	NULL	NULL
9	Antonius, Mönchsvater in Ägypten (356)					Eph 6,10-13.18	2220	Ps 16,1-2.5.7-9.11	1474			Mt 19,16-26	2221			.	NULL	NULL
10	Fabian, Papst, Märtyrer (250); Sebastian, Märtyrer (288)					1 Petr 5,1-4; 1 Petr 3,14-17	2222; 2224	Ps 40,2.4ab.7-10; Ps 34,2-9	912; 1313			Joh 21,1.15-17; Mt 10,28-33	2223; 2225			.	NULL	NULL
11	Meinrad, Mönch auf der Reichenau, Einsiedler, Märtyrer (861);|break|Agnes, Jungfrau, Märtyrin in Rom (304)					1 Petr 4,12-19; 1 Kor 1,26-31	2226; 2107	Ps 71,1-2.3b-4.20-23; Ps 23,1-6	2650; 1246			Mt 16,24-27; Mt 13,44-46	276; 2227			.	NULL	NULL
12	Vinzenz, Diakon, Märtyrer in Spanien (304)					2 Kor 4,7-15	2651	Ps 34,2-9	1313			Mt 10,17-22	2229			.	NULL	NULL
13	Heinrich Seuse, Ordenspriester, Mystiker (1366)					Weish 6,12-19	2230	Ps 34,2-11	1479			Mt 5,13-19	2219			.	NULL	NULL
14	Franz von Sales, Bischof von Genf, Ordensgr., Kirchenl. (1622)					Eph 3,8-12	2175	Ps 37,3-6.30-31	1475			Joh 15,9-17	2231			.	NULL	NULL
15	BEKEHRUNG DES APOSTELS PAULUS 					Apg 22,1a.3-16	2217	|break|Ps 117,1.2	982			Mk 16,15-18	2233			.	NULL	NULL
16	Timotheus und Titus, Bischöfe, Apostelschüler					2 Tim 1,1-8	932	Ps 96,1-2.3 u. 7.8 u. 10	934			Lk 10,1-9	935		lesung	.	NULL	NULL
17	Angela Merici, Jungfrau, Ordensgründerin (1540)					1 Petr 4,7b-11	2234	Ps 148,1-2.11-14	1478			Mk 9,34-37	2235			.	NULL	NULL
18	Thomas von Aquin, Ordenspriester, Kirchenlehrer (1274)					Weish 7,7-10.15-16	2236	Ps 119,9-14	1343			Mt 23,8-12	2237			.	NULL	NULL
19	Johannes Bosco, Priester, Ordensgründer (1888)					Phil 4,4-9	2238	Ps 103,1-4.8-9.13-14.17-18a	1476			Mt 18,1-5	2239			.	NULL	NULL
20	DARSTELLUNG DES HERRN				11379	Mal 3,1-4	949	Ps 24,7-8.9-10	950	|break|Hebr 2,11-12.13c-18	907	Lk 2,22-40	951			.		
21	Ansgar, Bi. von Hamburg-Bremen, Glaubensbote in Skandinavien (865); Blasius, Bi. von Sebaste in Armenien, Märtyrer (um 316)					Jes 52,7-10; Röm 5,1-5	109; 2240	Ps 96,1-3.7-8.10; Ps 117,1-2	934; 982			Mk 1,14-20; Mk 16,15-20	758; 695			.	NULL	NULL
22	Rabanus Maurus, Bischof von Mainz (856)					Weish 9,1-6.9-10.12a	2251	Ps 19,8-12	2640			Mt 5,13-16	2252			.	NULL	NULL
23	Agatha, Jungfrau, Märtyrin in Catania (um 250)					1 Kor 1,26-31	2107	Ps 31,3b-4.6.8.16-17	855			Lk 9,23-26	2253			.	NULL	NULL
24	Paul Miki und Gefährten, Märtyrer in Nagasaki (1597)					Gal 2,19-20	2254	Ps 126	1477			Mt 28,16-20	690			.	NULL	NULL
25	Hieronymus Ämiliani, Ordensgr. (1537); Josefine Bakhita, Jungfr. (1947)					Tob 12,6-13	2255	Ps 34,2-11	1479			Mk 10,17-30 (Mk 10,17-27)	2256; 2257			.	NULL	NULL
26	Scholastika, Jungfrau (um 547)					Hld 8,6-7	2258	Ps 148,1-2.11-14	1478			Lk 10,38-42	27			.	NULL	NULL
27	Gedenktag Unserer Lieben Frau in Lourdes					Jes 66,10-14c	19	Jdt 13,18bc.19.20bc	1485			Joh 2,1-11	2259			.	NULL	NULL
28	CYRILL, MÖNCH (869), UND METHODIUS, BISCHOF (885), GLAUBENSB., SCHUTZPATRONE EUROPAS					Apg 13,46-49	981	Ps 117,1.2	982			Lk 10,1-9	935			.	NULL	NULL
29	Hll. Gründer des Servitenordens (14. Jh.)					Röm 8,26-30	2272	Ps 34,2-11	1479			Mt 19,27-29	2273			.	NULL	NULL
30	Petrus Damiani, Bischof, Kirchenlehrer (1072)					2 Tim 4,1-5	2262	Ps 16,1-2.5.7-9.11	1474			Joh 15,1-8	465			.	NULL	NULL
31	KATHEDRA PETRI					1 Petr 5,1-4	2274	Ps 23,1-3.4.5.6	1246			Mt 16,13-19	1823			.	NULL	NULL
32	Polykarp, Bischof von Smyrna, Märtyrer (155)					Offb 2,8-11	2275	Ps 31,3b-4.6.8.16-17	855			Joh 15,18-21	2276			.	NULL	NULL
33	MATTHIAS, APOSTEL					Apg 1,15-17.20ac-26	2406	|break|Ps 113,1-2.3-4.5a u. 6-7	1010			Joh 15,9-17	718			.	NULL	NULL
34	Walburga, Äbtissin von Heidenheim in Franken (779)					Offb 19,1.5-9a	2277	Ps 45,11-12.14-17	1640			Mt 25,1-13	2105			.	NULL	NULL
35	Kasimir, Königssohn (1484)					Phil 3,8-14	2278	Ps 15,2-5	2644			Joh 15,9-17	719			.	NULL	NULL
36	Fridolin v. Säckingen, Mönch, Glaubensb. (7. Jh.)					1 Kor 1,18-25	2279	Ps 119,17-24	2652			Mt 9,35-38	2280			.	NULL	NULL
37	Perpetua u. Felizitas, Märt. in Karthago (202/203)					Röm 8,31-39	2287	Ps 124,2-5.7-8	860			Mt 10,34-39	2288			.	NULL	NULL
38	Johannes von Gott, Ordensgründer (1550)					1 Joh 3,14-18	2289	Ps 112,1-7.9	1630			Mt 25,31-46	1035			.	NULL	NULL
39	Bruno von Querfurt, Bi. v. Magdeburg, Märtyrer (1009); Franziska, Witwe, Ordensgründerin in Rom (1440)					Röm 8,31b-39; Spr 31,10-13.19-20.30-31	2287; 2291	Ps 117,1-2; Ps 34,2-11	982; 1479			Joh 15,9-17; Mt 22,34-40	717; 2292			.	NULL	NULL
40	Mathilde, Gem. König Heinrichs I. (968)					Spr 16,1-12	2407	Spr 31,10-11.15.20.26-29	2658			Mt 5,21-24	2408			.	NULL	NULL
41	Klemens Maria Hofbauer, Ordenspriester (1820 in Wien)					1 Kor 4,9-14	2409	Ps 1,1-4.6	2659			Lk 12,32-34	2318			.	NULL	NULL
42	Gertrud, Äbtissin von Nivelles (um 655); Patrick, Bischof, Glaubensbote in Irland (461)					1 Kor 1,26-31; 1 Petr 4,7b-11	2107; 2234	Ps 132,13-18; Ps 96,1-3.7-8.10	2660; 934			Joh 15,7-11; Lk 5,1-11	2410; 2411			.	NULL	NULL
43	Cyrill von Jerusalem, Bischof, Kirchenlehrer (386)					1 Joh 5,1-5	2315	Ps 19,8-12	2640			Joh 15,1-8	465			.	NULL	NULL
44	JOSEF, BRÄUTIGAM DER GOTTESMUTTER MARIA				11833 (in Fastenzeit) 11834 (in Osterzeit)	2 Sam 7,4-5a.12-14a.16	1083	|break|Ps 89,2-3.4-5.27 u. 29	1085	|break|Röm 4,13.16-18.22	1084	|break|Mt 1,16.18-21.24a	1086			.	NULL	NULL
45	Turibio von Mongrovejo, Bischof von Lima (1606)					2 Tim 1,13-14; 2,1-3	2342	Ps 96,1-3.7-8.10	934			Mt 9,35-38	2280			.	NULL	NULL
46	VERKÜNDIGUNG DES HERRN				11836 (in Fastenzeit) 11837 (in Osterzeit)	Jes 7,10-14	633	Ps 40,7-8.9-10.11	1110	Hebr 10,4-10	1108	Lk 1,26-38	1109			.		NULL
47	Liudger, Bischof von Münster, Glaubensbote (809)					1 Thess 2,8-13	2413	Ps 44,2-4	2661			Lk 4,16-21	163			.	NULL	NULL
48	Franz von Paola, Einsiedler, Ordensgründer (1507)					Phil 3,8-14	2278	Ps 16,1-2.5.7-9.11	1474			Lk 12,32-34	2318			.	NULL	NULL
49	Isidor, Bischof von Sevilla, Kirchenlehrer (636)					2 Kor 4,1-2.5-7	2361	Ps 37,3-6.30-31	1475			Lk 6,43-45	2308			.	NULL	NULL
50	Vinzenz Ferrer, Ordenspriester, Bußprediger (1419)					2 Tim 4,1-5	2262	Ps 40,2.4ab.7-10	912			Lk 12,35-40	1792			.	NULL	NULL
51	Johannes Baptist de la Salle, Priester, Ordensgründer (1719)					2 Tim 1,13-14;2,1-3	2342	Ps 1,1-4.6	1486			Mt 18,1-5	2239			.	NULL	NULL
52	Stanislaus, Bischof von Krakau, Märtyrer (1079)					Offb 12,10-12	2414	Ps 34,2-9	1313			Joh 17,6.11-19	723			.	NULL	NULL
53	Martin I., Papst, Märtyrer (655)					2 Tim 2,8-13; 3,10-12	2403	Ps 126	1477			Joh 15,18-21	2276			.	NULL	NULL
54	Leo IX., Papst (1054); Marcel Callo, Märtyrer (1945)					Ez 34,11-16	2306	Ps 89,2-3.20a.4-5.21-22.25.27	1481			Joh 15,9-17	717			.	NULL	NULL
55	Konrad von Parzham, Ordensbruder in Altötting (1894); Anselm, Bischof von Canterbury, Kirchenlehrer (1109)					1 Petr 4,7b-11; Eph 3,14-19	2234; 2355	Ps 112,1-7.9; Ps 34,2-11	2642; 1479			Lk 12,35-40; Mt 7,21-29	1792; 2298			.	NULL	NULL
56	Adalbert, Bischof von Prag, Glaubensbote, Märtyrer (997); Georg, Märtyrer in Kappadozien (4. Jh.)					Phil 1,21-2,2; Offb 21,5-7	2415; 2416	Ps 96,1-3.7-8.10; Ps 126	934; 1477			Joh 12,24-26; Joh 15,1-8	2344; 465			.	NULL	NULL
57	Fidelis von Sigmaringen, Ordenspriester, Märtyrer (1622)					Offb 3,7b-8.11-12	2417	Ps 116,1-6.8-9	2662			Joh 10,11-16	2332			.	NULL	NULL
58	MARKUS, EVANGELIST					1 Petr 5,5b-14	1646	|break|Ps 89,2-3.6-7.16-17	1487			|break|Mk 16,15-20	695			.	NULL	NULL
59	Petrus Kanisius, Ordenspriester, Kirchenlehrer (1597)					1 Kor 2,1-10a	2430	Ps 37,3-6.30-31	1475			Mt 5,13-19	2219			.	NULL	NULL
60	Peter Chanel, Priester, erster Märtyrer in Ozeanien (1841); Ludwig Maria Grignion de Montfort, Priester (1716)					1 Kor 1,18-25	2279	Ps 117	982			Mk 1,14-20	758			.	NULL	NULL
61	KATHARINA VON SIENA, ORDENSFRAU, KIRCHENLEHRERIN, SCHUTZPATRONIN EUROPAS (1380)					1 Joh 1,5 - 2,2	859	|break|Ps 103,1-2.3-4.8-9.13-14.17-18a	1476			|break|Mt 11,25-30	1652			.	NULL	NULL
62	Pius V., Papst (1572)					1 Kor 4,1-5	2431	Ps 110,1-5	920			Joh 21,1.15-17	2223			.	NULL	NULL
63	Josef der Arbeiter					Gen 1,26-2,3 (oder: Kol 3,14-14.17.23-24)	2433; 2434	Ps 90,3-6.12-14.17	2663			Mt 13,54-58	2435		evangelium	.		NULL
64	Athanasius, Bischof von Alexandrien, Kirchenlehrer (373)					1 Joh 5,1-5	2315	Ps 37,3-6.30-31	1475			Mt 10,22-25	2436			.	NULL	NULL
65	PHILIPPUS UND JAKOBUS, APOSTEL					1 Kor 15,1-8	2437	Ps 19,2-3.4-5b	1488			Joh 14,6-14	2438			.	NULL	NULL
66	Florian (304) und die Märtyrer von Lorch					Offb 12,10-12a	2414	Ps 126	1477			Mt 10,17-22	2229			.	NULL	NULL
67	Godehard, Bischof von Hildesheim (1038)					Röm 12,1-6a.9-11	2439	Ps 122	770			Lk 9,57-62	2190			.	NULL	NULL
68	Nereus und Achilleus, Märtyrer (um 304);Pankratius, Märtyrer (um 304)					Offb 7,9-17; Offb 19,1.5-9a	2440; 2277	Ps 124,2-5.7-8; Ps 103,1-4.8-9.13-14.17-18a	860; 1476			Mt 10,17-22; Mt 11,25-30	2229; 1652			.	NULL	NULL
69	Gedenktag Unserer Lieben Frau in Fatima															.	NULL	NULL
70	Johannes Nepomuk, Priester, Märtyrer (1393)					Weish 5,1-5	2293	Ps 124,2-5.7-8	860			Mt 10,28-33	2225			.	NULL	NULL
71	Johannes I., Papst, Märtyrer (526)					Offb 3,14b.20-22	2294	Ps 23	1246			Lk 22,24-30	2295			.	NULL	NULL
72	Bernhardin von Siena, Ordenspriester, Volksprediger (1444)					Apg 4,8-12	460	Ps 40,2.4ab.7-10	912			Lk 9,57-62	2190			.	NULL	NULL
73	Hermann Josef, Ordenspriester, Mystiker (1241); Christophorus Magallanes, Priester (1927), und Gefährten, Märtyrer in Mexiko					Sir 42,15-21b	2296	Ps 19,2-5b.8	2653			Mt 11,25-30	1652			.	NULL	NULL
74	Rita von Cascia, Ordensfrau (1434/37)															.	NULL	NULL
75	Beda der Ehrwürdige, Ordenspr., Kirchenlehrer (735); Gregor VII., Papst (1085); Maria Magdalena von Pazzi, Ordensfr. (1607)					1 Kor 2,10b-16; Apg 20,17-18a.28-32.36; 1 Kor 7,25-35	2297; 2299; 2301	Ps 119,9-14; Ps 110,1-5	1343; 920			Mt 7,21-29; Mt 16,13-19	2298; 2300			.	NULL	NULL
76	Philipp Neri, Priester, Gründer des Oratoriums (1595)					Phil 4,4-9	2238	Ps 34,2-11	1479			Joh 17,20-26	2302			.	NULL	NULL
77	Augustinus, Bi. von Canterbury, Glaubensbote in England (um 605)					1 Thess 2,2b-8	2303	Ps 96,1-3.7-8.10	934			Mt 9,35-38	2280			.	NULL	NULL
78	Justin, Philosoph, Märtyrer (um 165)					1 Kor 1,18-25	2279	Ps 34,2-9	1313			Mt 5,13-19	2219			.	NULL	NULL
79	Marcellinus und Petrus, Märtyrer in Rom (303)					2 Kor 6,4-10	2304	Ps 124,2-5.7-8	860			Joh 17,6a.11b-19	723			.	NULL	NULL
80	Karl Lwanga und Gefährten, Märtyrer in Uganda (1886)					2 Makk 7,1-2.7a.9-14	2305	Ps 124,2-5.7-8	860			Mt 5,1-12	614			.	NULL	NULL
81	Bonifatius, Bi., Glaubensb. in Deutschland, Märt. (754)					Apg 26,19-23	1359	Ps 117,1.2	982			Joh 15,14-16a.18-20	1360		evangelium+lesung	.	NULL	NULL
82	Norbert von Xanten, Ordensgründer, Bischof von Magdeburg (1134)					Ez 34,11-16	2306	Ps 23	1246			Lk 14,25-33	2387			.	NULL	NULL
83	Ephräm der Syrer, Diakon, Kirchenlehrer (373)					Kol 3,12-17	2307	Ps 37,3-6.30-31	1475			Lk 6,43-45	2308			.	NULL	NULL
84	Barnabas, Apostel					Apg 11,21b-26; 13,1-3	2309	Ps 98,1.2-3b.3c-4.5-6	1480			Mt 10,7-13	2310		lesung	.	NULL	NULL
85	Antonius von Padua, Ordenspriester, Kirchenlehrer (1231)					Jes 61,1-3	2311	Ps 89,2-3.20a.4-5.21-22.25.27	1481			Lk 10,1-9	935			.	NULL	NULL
86	Vitus (Veit), Märtyrer in Sizilien (um 304)					Weish 10,10-14	2312	Ps 112,1-7.9	1630			Joh 15,18-21	2276			.	NULL	NULL
87	Benno, Bischof von Meißen (1106)					2 Kor 6,1-10	2313	Ps 119,1-4	2654			Joh 14,1-6	2314			.	NULL	NULL
88	Romuald, Abt, Ordensgründer (1027)					Phil 3,8-14	2278	Ps 131	1305			Lk 14,25-33	2387			.	NULL	NULL
89	Aloisius Gonzaga, Ordensmann (1591)					1 Joh 5,1-5	2315	Ps 16,1-2.5.7-9.11	1474			Mt 22,34-40	2316			.	NULL	NULL
90	Paulinus, Bischof von Nola (431); John Fisher, Bischof von Rochester (1535), und Thomas Morus, Lordkanzler, Märtyrer (1535)					2 Kor 8,9-15; 1 Petr 4,12-19	2317; 2226	Ps 40,2.4ab.7-10; Ps 126	912; 1477			Lk 12,32-34; Mt 10,34-39	2318; 2288			.	NULL	NULL
91	GEBURT JOHANNES' DES TÄUFERS				12478	Jes 49,1-6	1805	Ps 139,1-3.13-14.15-16	1310	Apg 13,16.22-26	1806	Lk 1,57-66.80	1807			.		NULL
92	Hemma von Gurk, Stifterin von Gurk und Admont (1045); Cyrill von Alexandrien, Bischof, Kirchenlehrer (444)					1 Tim 5,3-10; 2 Tim 4,1-5	2319; 2321	Ps 16,1-2.5.7-9.11; Ps 89,2-3.20a.4-5.21-22.25.27	1474; 1481			Mt 19,16-26; Mt 5,13-19	2320; 2219			.	NULL	NULL
93	Irenäus, Bischof von Lyon, Märtyrer (um 202)					2 Tim 2,22-26	2322	Ps 37,3-6.30-31	1475			Joh 17,20-26	2302			.	NULL	NULL
94	PETRUS UND PAULUS, APOSTEL				11429 (am Vorabend) 11430 (am Tag)	Apg 12,1-11	1821	Ps 34,2-3.4-5.6-7.8-9	1313	|break|2 Tim 4,6-8.17-18	1822	Mt 16,13-19	1823			.		NULL
95	Otto, Bischof von Bamberg, Glaubensbote in Pommern (1139); Die ersten Märtyrer der Stadt Rom					Ez 34,11-16; Röm 8,31b-39	2306; 2287	Ps 23; Ps 124,2-5.7-8	1246; 860			Joh 10,11-16; Mt 24,4-13	2332; 2333			.	NULL	NULL
96	MARIÄ HEIMSUCHUNG					Zef 3,14-18 (o.: Röm 12,9-16b)	2336	Jes 12,2.3 u. 4bcd.5-6	1482			Lk 1,39-56	2338			.	NULL	NULL
97	THOMAS, APOSTEL					Eph 2,19-22	2339	Ps 117,1.2	982			Joh 20,24-29	2340			.	NULL	NULL
98	Ulrich, Bi. v. Augsburg (973); Elisabeth, Königin v. Portugal (1336)					Hebr 13,7-8.15-16; 1 Joh 3,14-18	2341; 2289	Ps 3,2 u. 86,7. 18,2-3. 31,15-16; Ps 112,1-7.9	2655; 1630			Joh 15,9-17; Mt 25,31-46 (Mt 25,31-40)	717; 1035 (2614)			.	NULL	NULL
99	Antonius Maria Zaccaria, Priester, Ordensgründer (1539)					2 Tim 1,13-14; 2,1-3	2342	Ps 1,1-4.6	1486			Mk 10,13-16	2343			.	NULL	NULL
100	Maria Goretti, Jungfrau, Märtyrin (1902)					1 Kor 6,13c-15a.17-20	384	Ps 31,3b-4.6.8.16-17	855			Joh 12,24-26	2344			.	NULL	NULL
101	Willibald, Bischof von Eichstätt, Glaubensbote (787)					Hebr 13,7-8.15-17	2345	Ps 25,4-5.8-10.14	2665			Mt 19,27-29	2273			.	NULL	NULL
102	Kilian, Bischof, und Gefährten, Glaubensb., Märtyrer (um 689)					Weish 3,1-9	2347	Ps 31,3b-4.6.8.16-17	855			Lk 6,17-23	2656			.	NULL	NULL
103	Augustinus Zhao Rong, Priester, und Gefährten, Märtyrer (1815)															.	NULL	NULL
